Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Partial Gene,Add Date,Is Public,Sequencing Status,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,SMART,SUPERFam,CATH FunFam,Enzyme,KO,IMG Term,MyIMG (self),MyIMG (group),MyIMG (public)
3300049256 assembled Ga0508132_18832_1_582,null,poly(3-hydroxybutyrate) depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,1,582,#ERROR!,582,194,CDS,,,,No,Draft,,,Ga0508132_18832,,Ga0508132_18832,584,0.68,1,COG4553===Poly-beta-hydroxyalkanoate depolymerase,,,"TIGR01849===polyhydroxyalkanoate depolymerase, intracellular",,,53474===alpha/beta-Hydrolases,,,EC:3.1.1.75===Poly(3-hydroxybutyrate) depolymerase.,,
3300049256 assembled Ga0508132_00638_1306_2352,null,poly(3-hydroxybutyrate) depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,1306,2352,-,1047,348,CDS,,,,No,Draft,,,Ga0508132_00638,,Ga0508132_00638,11003,0.65,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_27805_1_477,null,poly(3-hydroxybutyrate) depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,1,477,-,477,159,CDS,,,,No,Draft,,,Ga0508132_27805,,Ga0508132_27805,478,0.71,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_033908_1_621,null,poly(3-hydroxybutyrate) depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,1,621,-,621,207,CDS,,,,No,Draft,,,Ga0508133_033908,,Ga0508133_033908,636,0.66,1,COG4553===Poly-beta-hydroxyalkanoate depolymerase,,,"TIGR01849===polyhydroxyalkanoate depolymerase, intracellular",,,53474===alpha/beta-Hydrolases,,,EC:3.1.1.75===Poly(3-hydroxybutyrate) depolymerase.,,
3300049257 assembled Ga0508133_096400_1_393,null,poly(3-hydroxybutyrate) depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,1,393,-,393,131,CDS,,,,No,Draft,,,Ga0508133_096400,,Ga0508133_096400,451,0.64,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_053382_1_222,null,poly(3-hydroxybutyrate) depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,1,222,-,222,74,CDS,,,,No,Draft,,,Ga0508133_053382,,Ga0508133_053382,223,0.69,1,COG4553===Poly-beta-hydroxyalkanoate depolymerase,,,"TIGR01849===polyhydroxyalkanoate depolymerase, intracellular",,,,,,EC:3.1.1.75===Poly(3-hydroxybutyrate) depolymerase.,,
3300049256 assembled Ga0508132_00001_239768_241729,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,239768,241729,#ERROR!,1962,653,CDS,,,,No,Draft,,,Ga0508132_00001,,Ga0508132_00001,736386,0.46,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_055340_24_659,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,24,659,#ERROR!,636,212,CDS,,,,No,Draft,,,Ga0508133_055340,,Ga0508133_055340,660,0.7,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_083683_136_858,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,136,858,#ERROR!,723,241,CDS,,,,No,Draft,,,Ga0508133_083683,,Ga0508133_083683,860,0.62,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_031629_974_1498,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,974,1498,#ERROR!,525,175,CDS,,,,No,Draft,,,Ga0508133_031629,,Ga0508133_031629,1498,0.64,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_023728_28238_29083,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,28238,29083,-,846,281,CDS,,,,No,Draft,,,Ga0508133_023728,,Ga0508133_023728,104157,0.4,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_14765_2_658,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,2,658,-,657,219,CDS,,,,No,Draft,,,Ga0508132_14765,,Ga0508132_14765,660,0.7,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_059904_187237_189198,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,187237,189198,-,1962,653,CDS,,,,No,Draft,,,Ga0508133_059904,,Ga0508133_059904,253019,0.46,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_043349_3_521,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,3,521,#ERROR!,519,173,CDS,,,,No,Draft,,,Ga0508133_043349,,Ga0508133_043349,521,0.68,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_07055_2_859,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,2,859,-,858,286,CDS,,,,No,Draft,,,Ga0508132_07055,,Ga0508132_07055,1030,0.63,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_00290_13661_14851,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,13661,14851,#ERROR!,1191,396,CDS,,,,No,Draft,,,Ga0508132_00290,,Ga0508132_00290,19724,0.66,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_066386_3_368,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,3,368,#ERROR!,366,122,CDS,,,,No,Draft,,,Ga0508133_066386,,Ga0508133_066386,368,0.7,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_00007_231900_232745,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,231900,232745,#ERROR!,846,281,CDS,,,,No,Draft,,,Ga0508132_00007,,Ga0508132_00007,260720,0.43,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_036266_1_378,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,1,378,-,378,126,CDS,,,,No,Draft,,,Ga0508133_036266,,Ga0508133_036266,380,0.7,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_051516_52624_53814,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,52624,53814,#ERROR!,1191,396,CDS,,,,No,Draft,,,Ga0508133_051516,,Ga0508133_051516,66543,0.66,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_097097_1_294,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,1,294,#ERROR!,294,98,CDS,,,,No,Draft,,,Ga0508133_097097,,Ga0508133_097097,294,0.68,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_059904_184558_186837,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,184558,186837,-,2280,759,CDS,,,,No,Draft,,,Ga0508133_059904,,Ga0508133_059904,253019,0.46,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_00001_242129_244408,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,242129,244408,#ERROR!,2280,759,CDS,,,,No,Draft,,,Ga0508132_00001,,Ga0508132_00001,736386,0.46,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_00294_7654_8838,null,poly(hydroxyalkanoate) depolymerase family esterase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,7654,8838,#ERROR!,1185,394,CDS,,,,No,Draft,,,Ga0508132_00294,,Ga0508132_00294,19562,0.66,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,"TIGR01840===esterase, PHB depolymerase family",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_46172_3_89,null,poly-beta-hydroxyalkanoate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,3,89,#ERROR!,87,28,CDS,,,,No,Draft,,,Ga0508132_46172,,Ga0508132_46172,392,0.72,1,COG4553===Poly-beta-hydroxyalkanoate depolymerase,,,,,,,,,,,
3300049257 assembled Ga0508133_076420_1_75,null,poly-beta-hydroxyalkanoate depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,1,75,-,75,25,CDS,,,,No,Draft,,,Ga0508133_076420,,Ga0508133_076420,877,0.67,1,COG4553===Poly-beta-hydroxyalkanoate depolymerase,,,,,,,,,,,
3300049257 assembled Ga0508133_087240_81844_83064,null,polyhydroxyalkanoate depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,81844,83064,-,1221,406,CDS,,,,No,Draft,,,Ga0508133_087240,,Ga0508133_087240,84033,0.63,1,COG4553===Poly-beta-hydroxyalkanoate depolymerase,,,"TIGR01849===polyhydroxyalkanoate depolymerase, intracellular",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_00022_14384_15604,null,polyhydroxyalkanoate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,14384,15604,#ERROR!,1221,406,CDS,,,,No,Draft,,,Ga0508132_00022,,Ga0508132_00022,97447,0.63,1,COG4553===Poly-beta-hydroxyalkanoate depolymerase,,,"TIGR01849===polyhydroxyalkanoate depolymerase, intracellular",,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_51882_2_373,null,polyhydroxybutyrate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,2,373,#ERROR!,372,124,CDS,,,,No,Draft,,,Ga0508132_51882,,Ga0508132_51882,375,0.74,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_00875_7519_8055,null,polyhydroxybutyrate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,7519,8055,-,537,178,CDS,,,,No,Draft,,,Ga0508132_00875,,Ga0508132_00875,8055,0.65,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_066001_9_329,null,polyhydroxybutyrate depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,9,329,#ERROR!,321,107,CDS,,,,No,Draft,,,Ga0508133_066001,,Ga0508133_066001,329,0.72,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_020762_3_512,null,polyhydroxybutyrate depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,3,512,-,510,170,CDS,,,,No,Draft,,,Ga0508133_020762,,Ga0508133_020762,1490,0.74,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_058317_1_207,null,polyhydroxybutyrate depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,1,207,#ERROR!,207,68,CDS,,,,No,Draft,,,Ga0508133_058317,,Ga0508133_058317,718,0.67,1,,,,,,,,,,,,
3300049257 assembled Ga0508133_017847_2_274,null,polyhydroxybutyrate depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,2,274,-,273,91,CDS,,,,No,Draft,,,Ga0508133_017847,,Ga0508133_017847,865,0.67,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_027599_7335_7826,null,polyhydroxybutyrate depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,7335,7826,-,492,163,CDS,,,,No,Draft,,,Ga0508133_027599,,Ga0508133_027599,7837,0.65,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049257 assembled Ga0508133_093587_1_315,null,polyhydroxybutyrate depolymerase,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",5,,,,1,315,-,315,105,CDS,,,,No,Draft,,,Ga0508133_093587,,Ga0508133_093587,317,0.67,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_09161_2_274,null,polyhydroxybutyrate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,2,274,-,273,91,CDS,,,,No,Draft,,,Ga0508132_09161,,Ga0508132_09161,865,0.67,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_62936_1_345,null,polyhydroxybutyrate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,1,345,#ERROR!,345,115,CDS,,,,No,Draft,,,Ga0508132_62936,,Ga0508132_62936,346,0.72,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_33512_3_110,null,polyhydroxybutyrate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,3,110,-,108,36,CDS,,,,No,Draft,,,Ga0508132_33512,,Ga0508132_33512,441,0.63,1,,,,,,,,,,,,
3300049256 assembled Ga0508132_69654_9_329,null,polyhydroxybutyrate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,9,329,#ERROR!,321,107,CDS,,,,No,Draft,,,Ga0508132_69654,,Ga0508132_69654,329,0.72,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_41924_2_181,null,polyhydroxybutyrate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,2,181,#ERROR!,180,59,CDS,,,,No,Draft,,,Ga0508132_41924,,Ga0508132_41924,406,0.63,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
3300049256 assembled Ga0508132_03257_979_1824,null,polyhydroxybutyrate depolymerase,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",5,,,,979,1824,#ERROR!,846,281,CDS,,,,No,Draft,,,Ga0508132_03257,,Ga0508132_03257,1894,0.74,1,COG3509===Poly(3-hydroxybutyrate) depolymerase,,,,,,53474===alpha/beta-Hydrolases,,,,,
